space_weight_kg,thrust_kN,power_capacity_kWh,engine_class,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Zone,Average_Threat_Angle_Offset,DangerScore,DangerLabel,FuelUsed,fuel_cost,total_cost,CurrentHeading,PredictedHeading,TurnDirection,AdjustedForThreats,AngleDensity,TurnAngle,MomentumBias,ThreatsLeft,ThreatsRight,Reason,TripScore,Evaluation,Comments
1865,78.3,153.8,Fusion-B,2,6.44,0.44,5,0.76,3,1,yellow,58.3,0.48,Medium,1.718,8.59,8.59,320,10,right,True,0.76,50,right,3,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.628,Good,Safe with minor inefficiencies
2120,72.1,169.6,Plasma-A,0,2.0,0.27,5,0.29,0,3,red,59.4,0.433,Medium,2.238,11.19,11.19,170,138,left,True,0.29,32,right,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.666,Good,Safe with minor inefficiencies
1433,43.0,212.6,Fusion-B,6,9.96,0.79,2,0.69,5,4,red,60.1,0.724,Medium,2.293,11.46,11.46,294,342,right,True,0.69,48,left,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.512,Risky,Moderate danger or cost detected
2101,70.8,181.2,Ion-A,5,8.03,0.35,5,0.06,0,4,red,35.0,0.579,Medium,1.172,5.86,5.86,186,164,left,True,0.06,22,left,0,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.673,Good,Safe with minor inefficiencies
1513,79.8,181.3,Fusion-B,5,8.32,0.26,3,0.07,4,0,yellow,88.1,0.371,Low,1.204,6.02,6.02,187,210,right,True,0.07,23,left,4,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.752,Good,Safe with minor inefficiencies
2063,48.0,202.8,Plasma-A,1,6.81,0.2,4,0.54,5,1,green,38.8,0.273,Low,2.718,13.59,13.59,171,213,right,True,0.54,42,left,5,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.689,Good,Safe with minor inefficiencies
1952,64.6,157.0,Ion-A,7,4.97,0.33,5,0.03,4,5,green,6.3,0.501,Medium,1.048,5.24,5.24,115,94,left,True,0.03,21,,4,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.711,Good,Safe with minor inefficiencies
1761,69.1,264.4,Fusion-B,8,1.17,0.55,5,0.65,3,2,green,0.1,0.844,High,1.719,8.6,8.6,32,78,right,True,0.65,46,,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.491,Risky,Moderate danger or cost detected
1753,41.5,202.5,Fusion-B,7,2.36,0.4,4,0.39,4,0,yellow,0.3,0.762,High,3.836,19.18,19.18,272,308,right,True,0.39,36,right,4,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.462,Risky,Moderate danger or cost detected
1699,68.3,263.4,Fusion-B,5,5.3,0.46,5,0.73,5,0,green,73.1,0.486,Medium,1.317,6.58,6.58,234,283,right,True,0.73,49,left,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.644,Good,Safe with minor inefficiencies
1482,42.8,176.1,Fusion-B,2,4.46,0.72,2,0.78,0,0,green,10.9,0.404,Medium,2.4,12.0,12.0,141,90,left,True,0.78,51,left,0,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.629,Good,Safe with minor inefficiencies
2113,61.4,298.7,Ion-A,7,4.0,0.37,1,0.06,1,4,red,89.7,0.542,Medium,1.16,5.8,5.8,11,349,left,True,0.06,22,,1,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.688,Good,Safe with minor inefficiencies
1826,65.9,198.5,Plasma-A,8,8.68,0.41,1,0.84,3,2,yellow,68.4,0.642,Medium,1.819,9.09,9.09,227,281,right,True,0.84,54,left,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.55,Risky,Moderate danger or cost detected
1698,51.6,172.5,Ion-A,1,5.99,0.97,0,0.66,1,4,red,26.9,0.452,Medium,1.223,6.12,6.12,171,171,none,False,0.66,0,right,1,4,No threats detected,0.77,Good,Safe with minor inefficiencies
1992,55.6,157.1,Fusion-B,5,7.2,0.54,3,0.89,4,5,red,39.4,0.751,High,2.212,11.06,11.06,271,215,left,True,0.89,56,right,4,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.487,Risky,Moderate danger or cost detected
1855,47.6,145.7,Fusion-B,4,1.23,1.0,4,0.24,1,2,green,35.0,0.582,Medium,2.302,11.51,11.51,133,103,left,True,0.24,30,left,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.608,Good,Safe with minor inefficiencies
1895,71.7,242.9,Fusion-B,4,5.5,0.97,0,0.81,1,2,yellow,87.0,0.497,Medium,1.529,7.64,7.64,233,233,none,False,0.81,0,left,1,2,No threats detected,0.74,Good,Safe with minor inefficiencies
2033,40.7,194.3,Ion-A,8,4.04,0.75,2,0.41,1,1,red,19.1,0.879,High,3.27,16.35,16.35,354,318,left,True,0.41,36,left,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.438,Risky,Moderate danger or cost detected
1565,66.2,223.7,Ion-A,1,9.46,0.88,0,0.54,2,4,green,66.7,0.237,Low,0.7,3.5,3.5,225,225,none,False,0.54,0,,2,4,No threats detected,0.877,Excellent,Efficient and low-risk path
1778,49.3,151.5,Ion-A,3,7.62,0.54,4,0.02,5,0,red,81.6,0.41,Medium,1.42,7.1,7.1,162,183,right,True,0.02,21,,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.733,Good,Safe with minor inefficiencies
1551,64.7,178.8,Fusion-B,7,6.84,0.11,4,0.63,1,4,yellow,81.4,0.586,Medium,1.189,5.95,5.95,62,17,left,True,0.63,45,left,1,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.618,Good,Safe with minor inefficiencies
1814,72.8,155.6,Fusion-B,2,6.5,0.85,3,0.06,2,1,green,73.6,0.264,Low,1.242,6.21,6.21,279,301,right,True,0.06,22,right,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.796,Good,Safe with minor inefficiencies
1739,44.6,235.2,Plasma-A,4,6.54,0.16,3,0.2,2,4,red,30.4,0.47,Medium,3.299,16.5,16.5,75,47,left,True,0.2,28,right,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.618,Good,Safe with minor inefficiencies
2146,73.4,258.1,Fusion-B,5,4.62,0.21,5,0.68,0,5,yellow,49.1,0.602,Medium,1.781,8.9,8.9,20,333,left,True,0.68,47,left,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.584,Risky,Moderate danger or cost detected
2094,52.9,294.4,Plasma-A,1,2.92,0.14,2,0.17,0,3,red,5.7,0.326,Low,2.214,11.07,11.07,112,85,left,True,0.17,27,right,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.721,Good,Safe with minor inefficiencies
1765,51.0,261.2,Ion-A,5,2.51,0.43,0,0.17,4,5,green,21.9,0.372,Low,1.087,5.43,5.43,298,298,none,False,0.17,0,right,4,5,No threats detected,0.808,Excellent,Efficient and low-risk path
1627,63.3,161.3,Fusion-B,3,8.12,0.67,0,0.38,0,4,yellow,14.2,0.37,Low,1.045,5.22,5.22,346,346,none,False,0.38,0,left,0,4,No threats detected,0.81,Excellent,Efficient and low-risk path
1924,75.2,152.9,Fusion-B,3,1.07,0.93,3,0.71,2,4,red,53.4,0.894,High,2.067,10.34,10.34,261,213,left,True,0.71,48,left,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.453,Risky,Moderate danger or cost detected
2082,51.3,251.0,Fusion-B,6,8.13,0.53,1,0.13,5,3,yellow,12.9,0.479,Medium,2.169,10.85,10.85,197,222,right,True,0.13,25,,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.666,Good,Safe with minor inefficiencies
1412,50.8,212.1,Fusion-B,5,3.15,0.26,2,0.69,2,3,red,53.7,0.661,Medium,1.504,7.52,7.52,44,356,left,True,0.69,48,left,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.569,Risky,Moderate danger or cost detected
2145,68.7,237.9,Fusion-B,6,1.79,0.84,3,0.3,2,1,red,37.7,0.855,High,2.086,10.43,10.43,217,249,right,True,0.3,32,right,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.503,Risky,Moderate danger or cost detected
1542,62.3,170.7,Plasma-A,1,9.88,0.98,1,0.62,1,2,yellow,77.6,0.342,Low,1.297,6.48,6.48,268,223,left,True,0.62,45,,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.711,Good,Safe with minor inefficiencies
1467,79.5,221.2,Plasma-A,6,5.18,0.66,0,0.21,0,3,red,4.8,0.617,Medium,1.808,9.04,9.04,139,139,none,False,0.21,0,right,0,3,No threats detected,0.681,Good,Safe with minor inefficiencies
1579,44.5,163.9,Plasma-A,7,8.59,0.92,5,0.5,4,1,green,14.4,0.625,Medium,3.012,15.06,15.06,95,135,right,True,0.5,40,right,4,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.541,Risky,Moderate danger or cost detected
1696,76.9,148.6,Plasma-A,7,4.28,0.29,0,0.25,2,4,yellow,55.5,0.482,Medium,1.966,9.83,9.83,252,252,none,False,0.25,0,right,2,4,No threats detected,0.729,Good,Safe with minor inefficiencies
2157,75.6,212.5,Fusion-B,3,1.94,0.15,0,0.54,0,1,yellow,14.2,0.444,Medium,1.869,9.35,9.35,153,153,none,False,0.54,0,right,0,1,No threats detected,0.748,Good,Safe with minor inefficiencies
1527,41.2,222.4,Plasma-A,4,1.64,0.31,3,0.44,1,3,red,52.2,0.681,Medium,3.539,17.7,17.7,330,292,left,True,0.44,38,left,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.502,Risky,Moderate danger or cost detected
1429,56.8,259.5,Ion-A,4,9.09,0.31,3,0.11,0,4,red,20.5,0.467,Medium,0.858,4.29,4.29,185,161,left,True,0.11,24,right,0,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.726,Good,Safe with minor inefficiencies
1892,49.5,206.0,Plasma-A,6,2.8,0.9,2,0.07,5,5,yellow,52.7,0.571,Medium,2.779,13.89,13.89,355,332,left,True,0.07,23,left,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.609,Good,Safe with minor inefficiencies
1782,42.2,209.7,Plasma-A,0,2.95,0.65,2,0.18,1,4,green,33.6,0.225,Low,3.239,16.2,16.2,74,47,left,True,0.18,27,,1,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.72,Good,Safe with minor inefficiencies
1872,58.3,171.1,Plasma-A,2,4.23,0.34,2,0.34,1,0,yellow,2.9,0.361,Low,1.677,8.38,8.38,184,218,right,True,0.34,34,right,1,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.713,Good,Safe with minor inefficiencies
2051,62.7,184.9,Fusion-B,0,2.0,0.52,2,0.42,2,4,red,68.4,0.401,Medium,1.587,7.93,7.93,39,2,left,True,0.42,37,right,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.694,Good,Safe with minor inefficiencies
1598,48.8,187.2,Plasma-A,2,2.41,0.82,0,0.95,4,1,red,81.5,0.577,Medium,2.428,12.14,12.14,165,165,none,False,0.95,0,,4,1,No threats detected,0.672,Good,Safe with minor inefficiencies
2101,63.1,228.4,Fusion-B,4,3.07,0.47,5,0.52,5,5,yellow,77.6,0.552,Medium,1.621,8.11,8.11,49,90,right,True,0.52,41,right,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.623,Good,Safe with minor inefficiencies
1993,48.7,215.8,Fusion-B,2,5.16,0.11,0,0.43,1,4,yellow,78.5,0.236,Low,1.95,9.75,9.75,190,190,none,False,0.43,0,right,1,4,No threats detected,0.828,Excellent,Efficient and low-risk path
1821,49.9,209.5,Fusion-B,2,3.0,0.93,0,0.95,1,1,red,82.2,0.568,Medium,2.02,10.1,10.1,113,113,none,False,0.95,0,left,1,1,No threats detected,0.692,Good,Safe with minor inefficiencies
1972,75.9,206.8,Plasma-A,8,1.4,0.99,4,0.73,5,4,red,45.4,1.0,High,2.795,13.97,13.97,58,107,right,True,0.73,49,right,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.379,Poor,Unsafe or inefficient trip path
1871,57.0,203.1,Ion-A,1,8.29,0.73,1,0.1,0,3,yellow,44.6,0.23,Low,0.931,4.66,4.66,159,135,left,True,0.1,24,,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.817,Excellent,Efficient and low-risk path
1542,43.3,260.5,Fusion-B,8,7.24,0.47,2,0.22,1,5,yellow,32.3,0.603,Medium,2.424,12.12,12.12,14,345,left,True,0.22,29,left,1,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.597,Risky,Moderate danger or cost detected
1627,49.6,299.8,Ion-A,2,1.14,0.7,5,0.16,1,2,green,41.3,0.487,Medium,1.281,6.4,6.4,107,81,left,True,0.16,26,left,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.696,Good,Safe with minor inefficiencies
1480,62.8,233.4,Fusion-B,1,9.79,0.52,0,0.14,0,3,yellow,63.3,0.17,Low,0.954,4.77,4.77,21,21,none,False,0.14,0,left,0,3,No threats detected,0.894,Excellent,Efficient and low-risk path
1510,47.4,279.4,Ion-A,8,6.64,0.73,4,0.0,0,3,green,56.5,0.498,Medium,1.325,6.62,6.62,129,109,left,True,0.0,20,left,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.703,Good,Safe with minor inefficiencies
1467,55.4,250.5,Fusion-B,0,5.78,0.37,0,0.75,0,4,green,62.8,0.195,Low,1.093,5.46,5.46,300,300,none,False,0.75,0,left,0,4,No threats detected,0.878,Excellent,Efficient and low-risk path
1589,64.5,232.0,Plasma-A,5,2.86,0.72,0,0.62,0,1,red,30.2,0.697,Medium,1.584,7.92,7.92,142,142,none,False,0.62,0,right,0,1,No threats detected,0.658,Good,Safe with minor inefficiencies
1756,77.3,222.4,Fusion-B,2,9.19,0.43,4,0.05,5,4,green,34.5,0.25,Low,1.317,6.58,6.58,258,280,right,True,0.05,22,right,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.798,Good,Safe with minor inefficiencies
1469,58.6,146.5,Ion-A,0,4.3,0.68,4,0.7,1,5,green,50.5,0.326,Low,0.704,3.52,3.52,144,96,left,True,0.7,48,left,1,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.735,Good,Safe with minor inefficiencies
2172,70.9,162.1,Plasma-A,0,4.01,0.59,5,0.65,0,1,red,66.4,0.484,Medium,2.252,11.26,11.26,243,197,left,True,0.65,46,,0,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.614,Good,Safe with minor inefficiencies
2114,70.1,279.4,Plasma-A,2,7.33,0.78,3,0.76,5,0,green,28.8,0.397,Low,1.808,9.04,9.04,181,231,right,True,0.76,50,right,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.658,Good,Safe with minor inefficiencies
1834,75.9,220.6,Ion-A,8,4.81,0.15,1,0.37,3,0,yellow,40.7,0.572,Medium,1.12,5.6,5.6,63,98,right,True,0.37,35,right,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.649,Good,Safe with minor inefficiencies
1512,60.1,272.7,Plasma-A,2,5.23,0.58,3,0.83,2,5,yellow,81.0,0.447,Medium,1.57,7.85,7.85,285,232,left,True,0.83,53,left,2,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.641,Good,Safe with minor inefficiencies
1484,58.1,198.9,Fusion-B,7,7.06,0.72,0,0.98,3,2,yellow,79.5,0.63,Medium,1.233,6.17,6.17,307,307,none,False,0.98,0,,3,2,No threats detected,0.699,Good,Safe with minor inefficiencies
2103,47.5,281.4,Fusion-B,3,1.79,0.45,4,0.18,3,2,yellow,86.2,0.465,Medium,2.623,13.12,13.12,96,123,right,True,0.18,27,left,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.649,Good,Safe with minor inefficiencies
1887,43.1,166.4,Plasma-A,5,2.01,0.23,1,0.15,0,5,yellow,18.4,0.493,Medium,3.902,19.51,19.51,344,318,left,True,0.15,26,left,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.589,Risky,Moderate danger or cost detected
1805,78.1,143.6,Fusion-B,8,4.75,0.71,5,0.93,5,0,green,42.7,0.699,Medium,1.654,8.27,8.27,73,130,right,True,0.93,57,right,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.528,Risky,Moderate danger or cost detected
1810,56.8,258.0,Plasma-A,1,1.19,0.27,5,0.02,1,0,yellow,72.2,0.433,Medium,2.019,10.1,10.1,101,122,right,True,0.02,21,,1,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.699,Good,Safe with minor inefficiencies
1605,73.4,223.1,Plasma-A,6,4.02,0.62,0,0.66,1,3,red,70.8,0.658,Medium,1.732,8.66,8.66,255,255,none,False,0.66,0,,1,3,No threats detected,0.668,Good,Safe with minor inefficiencies
2183,59.4,246.5,Plasma-A,4,5.77,0.59,5,0.46,3,2,yellow,51.1,0.547,Medium,2.294,11.47,11.47,341,19,right,True,0.46,38,right,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.605,Good,Safe with minor inefficiencies
1814,75.9,189.0,Fusion-B,8,8.1,0.3,2,0.37,1,3,green,25.9,0.491,Medium,1.582,7.91,7.91,62,27,left,True,0.37,35,,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.663,Good,Safe with minor inefficiencies
1901,73.8,163.7,Fusion-B,3,3.56,0.96,5,0.62,1,0,green,14.5,0.526,Medium,1.59,7.95,7.95,27,72,right,True,0.62,45,left,1,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.626,Good,Safe with minor inefficiencies
1910,61.4,169.2,Plasma-A,0,2.58,0.74,1,0.9,3,4,red,71.5,0.479,Medium,1.947,9.73,9.73,167,111,left,True,0.9,56,left,3,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.606,Good,Safe with minor inefficiencies
1710,46.5,158.7,Plasma-A,1,9.94,0.62,0,0.44,5,4,yellow,33.3,0.258,Low,2.435,12.18,12.18,238,238,none,False,0.44,0,left,5,4,No threats detected,0.799,Good,Safe with minor inefficiencies
1700,48.2,253.1,Plasma-A,7,6.99,0.98,3,0.15,4,2,red,40.4,0.756,High,3.326,16.63,16.63,175,201,right,True,0.15,26,right,4,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.507,Risky,Moderate danger or cost detected
1959,79.0,225.4,Ion-A,0,2.09,0.12,3,0.93,0,3,yellow,69.2,0.402,Medium,1.284,6.42,6.42,161,104,left,True,0.93,57,right,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.661,Good,Safe with minor inefficiencies
1853,77.9,288.4,Fusion-B,0,2.4,0.97,0,0.55,1,4,red,45.7,0.433,Medium,1.691,8.46,8.46,155,155,none,False,0.55,0,left,1,4,No threats detected,0.759,Good,Safe with minor inefficiencies
1903,65.9,187.3,Fusion-B,2,9.06,0.97,2,0.75,5,3,yellow,89.5,0.427,Medium,1.458,7.29,7.29,56,106,right,True,0.75,50,right,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.66,Good,Safe with minor inefficiencies
2091,66.7,267.9,Fusion-B,8,7.56,0.93,5,0.34,4,4,yellow,10.1,0.81,High,2.008,10.04,10.04,243,277,right,True,0.34,34,right,4,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.52,Risky,Moderate danger or cost detected
1560,59.2,146.4,Plasma-A,0,7.1,0.21,3,0.02,2,3,red,55.6,0.181,Low,1.372,6.86,6.86,193,172,left,True,0.02,21,right,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.826,Excellent,Efficient and low-risk path
2092,48.8,197.2,Fusion-B,4,3.94,0.65,2,0.2,0,0,red,47.4,0.535,Medium,2.445,12.22,12.22,23,355,left,True,0.2,28,left,0,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.626,Good,Safe with minor inefficiencies
1775,71.3,262.7,Fusion-B,0,2.76,0.18,5,0.85,2,3,green,60.9,0.339,Low,1.187,5.94,5.94,219,165,left,True,0.85,54,,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.697,Good,Safe with minor inefficiencies
1765,78.3,296.1,Fusion-B,5,4.55,0.54,0,0.6,5,1,green,46.0,0.398,Low,1.355,6.78,6.78,120,120,none,False,0.6,0,,5,1,No threats detected,0.787,Good,Safe with minor inefficiencies
2006,42.2,246.7,Ion-A,1,4.58,0.74,2,0.43,0,2,green,34.8,0.289,Low,1.964,9.82,9.82,10,333,left,True,0.43,37,right,0,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.724,Good,Safe with minor inefficiencies
1733,40.5,195.2,Ion-A,7,3.77,0.5,5,0.56,3,4,red,19.4,0.923,High,2.822,14.11,14.11,215,173,left,True,0.56,42,,3,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.425,Risky,Moderate danger or cost detected
1420,75.5,258.6,Plasma-A,7,4.74,0.5,4,0.16,0,2,yellow,65.5,0.582,Medium,1.597,7.98,7.98,292,266,left,True,0.16,26,right,0,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.646,Good,Safe with minor inefficiencies
1730,75.9,256.6,Plasma-A,1,4.73,0.85,3,0.6,0,5,red,12.9,0.549,Medium,1.962,9.81,9.81,105,61,left,True,0.6,44,,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.604,Good,Safe with minor inefficiencies
1908,52.1,298.1,Plasma-A,5,5.73,0.4,1,0.93,4,2,yellow,53.2,0.554,Medium,2.499,12.5,12.5,223,280,right,True,0.93,57,left,4,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.552,Risky,Moderate danger or cost detected
1908,55.0,141.1,Plasma-A,1,6.75,0.35,4,0.17,1,2,yellow,41.6,0.284,Low,1.872,9.36,9.36,24,357,left,True,0.17,27,,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.752,Good,Safe with minor inefficiencies
1987,62.7,286.4,Fusion-B,3,2.79,0.85,4,0.29,5,0,red,44.2,0.637,Medium,1.538,7.69,7.69,296,328,right,True,0.29,32,left,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.613,Good,Safe with minor inefficiencies
