car_type,earth_weight_kg,space_weight_kg,thrust_kN,power_capacity_kWh,engine_class
SUV,2080,3114,75.4,184.5,Fusion-C
Coupe,1344,2024,40.6,148.7,Ion-B
Coupe,1357,2042,41.2,125.5,Ion-B
SUV,1904,2850,64.7,191.0,Fusion-C
Transport,2274,3404,96.9,266.8,Plasma-A
SUV,1930,2900,63.9,210.1,Fusion-C
Coupe,1321,1974,42.3,131.8,Ion-B
Micro,1029,1540,19.5,99.4,Ion-A
Transport,2660,3992,120.2,272.7,Plasma-A
Transport,2634,3952,85.5,250.0,Plasma-A
Sedan,1396,2097,48.6,183.2,Fusion-B
SUV,2137,3206,69.1,180.9,Fusion-C
Coupe,1259,1892,29.3,182.5280644481887,Ion-B
Coupe,1278,1926,38.6,114.7,Ion-B
Micro,924,1377,21.3,88.8,Ion-A
Sedan,1412,2116,43.9,155.5,Fusion-B
Transport,2413,3618,112.4,257.4,Plasma-A
Transport,2667,4001,110.3,242.8,Plasma-A
SUV,1874,2806,62.7,255.1,Fusion-C
SUV,2093,3135,79.7,269.8,Fusion-C
SUV,2195,3288,69.8,227.0,Fusion-C
SUV,2108,3168,62.9,193.0,Fusion-C
Micro,910,1372,29.3,100.8,Ion-A
SUV,2039,3061,73.2,182.2,Fusion-C
Coupe,1215,1818,30.4,98.0,Ion-B
Transport,2761,4148,107.3,254.7,Plasma-A
SUV,1818,2726,58.5,196.5,Fusion-C
Transport,2670,4014,102.2,182.5280644481887,Plasma-A
Transport,2642,3953,97.7,306.9,Plasma-A
Micro,956,1436,27.4,102.7,Ion-A
Micro,985,1471,28.9,87.1,Ion-A
Sedan,1505,2252,50.1,171.0,Fusion-B
Sedan,1575,2355,40.1,205.0,Fusion-B
Coupe,1384,2083,34.9,134.3,Ion-B
SUV,2010,3005,66.9,241.3,Fusion-C
Transport,2410,3609,85.4,315.5,Plasma-A
Coupe,1295,1936,32.3,123.4,Ion-B
Sedan,1489,2227,56.2,163.2,Fusion-B
Transport,2299,3445,118.8,253.4,Plasma-A
Sedan,1427,2135,47.6,181.7,Fusion-B
Transport,2753,4134,89.6,350.2,Plasma-A
Transport,2313,3476,101.3,346.0,Plasma-A
Micro,952,1433,32.9,89.8,Ion-A
SUV,2041,3058,55.2,219.3,Fusion-C
Micro,1008,1510,23.4,95.0,Ion-A
Sedan,1398,2094,39.7,191.4,Fusion-B
Transport,2538,3803,80.0,346.1,Plasma-A
Sedan,1406,2111,60.8,180.3,Fusion-B
Transport,2365,3552,84.5,322.4,Plasma-A
Transport,2718,4070,97.5,313.6,Plasma-A
SUV,2037,3046,68.1,211.1,Fusion-C
Micro,927,1386,27.3,92.7,Ion-A
SUV,2104,3155,64.1,224.1,Fusion-C
Micro,1094,1647,24.4,104.3,Ion-A
Sedan,1487,2238,58.2,154.7,Fusion-B
Coupe,1229,1850,35.4,141.5,Ion-B
Sedan,1580,2372,43.1,191.6,Fusion-B
Micro,921,1375,34.7,113.3,Ion-A
Micro,1032,1543,34.8,88.5,Ion-A
Sedan,1441,2161,45.3,171.6,Fusion-B
Sedan,1409,2107,56.0,146.8,Fusion-B
Coupe,1388,2085,41.1,152.0,Ion-B
Transport,2760,4144,106.0,305.1,Plasma-A
SUV,1816,2720,67.8,201.0,Fusion-C
Micro,1046,1574,32.6,94.2,Ion-A
Micro,944,1409,25.7,111.4,Ion-A
Micro,933,1393,33.4,104.9,Ion-A
SUV,2173,3264,67.0,252.0,Fusion-C
Micro,1052,1582,28.5,88.7,Ion-A
Micro,1019,1526,30.8,114.0,Ion-A
Coupe,1353,2038,39.4,127.9,Ion-B
Micro,1014,1512,19.2,76.3,Ion-A
Micro,1098,1640,31.9,85.3,Ion-A
SUV,1823,2731,71.7,202.2,Fusion-C
Coupe,1309,1971,36.9,138.7,Ion-B
Sedan,1557,2333,50.1,194.9,Fusion-B
Coupe,1200,1803,38.2,147.0,Ion-B
Transport,2695,4049,97.7,314.3,Plasma-A
Sedan,1587,2390,61.2,147.8,Fusion-B
Coupe,1349,2024,42.8,147.1,Ion-B
SUV,2037,3064,78.3,255.8,Fusion-C
SUV,2113,3175,72.5,189.3,Fusion-C
SUV,1825,2746,67.0,195.5,Fusion-C
Micro,924,1393,25.9,109.0,Ion-A
SUV,1917,2879,70.3,236.1,Fusion-C
SUV,1919,2887,80.9,206.2,Fusion-C
Micro,1046,1569,24.8,122.0,Ion-A
Coupe,1223,1828,39.1,122.9,Ion-B
SUV,2029,3039,78.4,214.8,Fusion-C
SUV,2069,3094,56.3,233.4,Fusion-C
Sedan,1441,2171,38.7,182.5280644481887,Fusion-B
Micro,1020,1533,28.7,109.3,Ion-A
Sedan,1417,2119,45.0,180.3,Fusion-B
Coupe,1344,2015,42.8,145.3,Ion-B
Sedan,1525,2291,44.8,159.1,Fusion-B
SUV,1868,2799,57.0,191.7,Fusion-C
Micro,957,1433,22.5,75.1,Ion-A
Sedan,1545,2311,47.0,181.6,Fusion-B
Sedan,1417,2122,49.7,190.7,Fusion-B
Sedan,1536,2301,43.4,143.9,Fusion-B
SUV,1987,2983,73.4,201.7,Fusion-C
Sedan,1571,2356,42.4,144.0,Fusion-B
Transport,2592,3878,100.6,302.1,Plasma-A
Sedan,1597,2395,52.1,137.8,Fusion-B
Coupe,1238,1860,31.6,105.0,Ion-B
Coupe,1271,1904,32.2,136.2,Ion-B
SUV,2202,3300,78.6,171.8,Fusion-C
Coupe,1301,1961,35.9,182.5280644481887,Ion-B
Coupe,1334,2009,32.1,132.9,Ion-B
Sedan,1403,2095,60.5,142.6,Fusion-B
Micro,956,1431,30.8,74.6,Ion-A
Coupe,1225,1832,36.7,114.7,Ion-B
Transport,2587,3879,84.8,233.2,Plasma-A
Micro,911,1363,31.1,93.6,Ion-A
Micro,922,1384,33.1,110.4,Ion-A
SUV,1959,2936,67.0,218.4,Fusion-C
Micro,935,1404,29.1,110.2,Ion-A
Micro,973,1454,28.3,97.7,Ion-A
Sedan,1569,2344,52.3,168.8,Fusion-B
Transport,2735,4109,81.0,242.1,Plasma-A
SUV,1818,2722,64.3,250.4,Fusion-C
Sedan,1475,2213,49.6,182.5,Fusion-B
Transport,2742,4113,112.3,325.9,Plasma-A
Micro,1050,1567,24.1,104.1,Ion-A
SUV,2147,3213,72.4,228.2,Fusion-C
Transport,2761,4145,95.3,324.9,Plasma-A
Sedan,1511,2270,44.8,183.0,Fusion-B
SUV,1931,2894,61.7,214.8,Fusion-C
Coupe,1247,1871,39.4,114.7,Ion-B
Sedan,1494,2249,45.7,170.0,Fusion-B
Transport,2385,3571,105.1,307.5,Plasma-A
SUV,2087,3128,69.8,233.3,Fusion-C
Coupe,1208,1816,37.6,120.2,Ion-B
Transport,2555,3830,109.8,274.7,Plasma-A
Coupe,1327,1984,37.3,133.9,Ion-B
Coupe,1324,1982,39.4,146.2,Ion-B
Micro,970,1452,27.4,104.8,Ion-A
Transport,2738,4113,112.1,182.5280644481887,Plasma-A
Micro,967,1442,24.9,101.5,Ion-A
Coupe,1206,1816,45.4,151.6,Ion-B
Coupe,1312,1967,36.6,130.1,Ion-B
SUV,2062,3101,65.0,226.1,Fusion-C
Micro,955,1438,31.6,96.4,Ion-A
Transport,2553,3837,109.1,306.7,Plasma-A
Coupe,1212,1815,43.5,104.5,Ion-B
Sedan,1591,2396,50.1,172.8,Fusion-B
Transport,2537,3797,99.4,298.6,Plasma-A
Sedan,1469,2194,56.1,157.4,Fusion-B
Micro,906,1358,21.0,95.2,Ion-A
Transport,2454,3685,113.2,363.5,Plasma-A
Coupe,1213,1829,37.6,151.9,Ion-B
SUV,1909,2871,72.7,230.8,Fusion-C
Coupe,1312,1969,32.3,145.8,Ion-B
Coupe,1350,2027,35.8,120.0,Ion-B
Coupe,1281,1923,29.3,152.7,Ion-B
Sedan,1514,2261,50.6,156.7,Fusion-B
Sedan,1508,2271,51.2,170.3,Fusion-B
SUV,2040,3051,79.4,235.1,Fusion-C
Micro,909,1356,28.0,89.8,Ion-A
Transport,2367,3552,91.2,182.5280644481887,Plasma-A
SUV,2122,3186,68.6,213.3,Fusion-C
SUV,1871,2803,58.0,187.6,Fusion-C
Transport,2501,3754,77.9,337.6,Plasma-A
Coupe,1335,1993,43.3,117.6,Ion-B
Coupe,1271,1914,43.3,116.2,Ion-B
Micro,1037,1551,27.4,116.4,Ion-A
Coupe,1255,1883,29.2,126.2,Ion-B
Transport,2306,3454,117.4,274.9,Plasma-A
Coupe,1353,2031,38.4,139.8,Ion-B
Sedan,1484,2226,60.0,155.9,Fusion-B
Transport,2716,4067,88.2,312.5,Plasma-A
Micro,1033,1554,31.2,82.3,Ion-A
Sedan,1595,2398,42.3,168.5,Fusion-B
Transport,2678,4009,94.1,320.5,Plasma-A
SUV,1830,2752,75.5,180.0,Fusion-C
Micro,979,1463,30.2,93.1,Ion-A
Transport,2299,3450,78.0,255.7,Plasma-A
Sedan,1581,2377,44.9,186.3,Fusion-B
Transport,2396,3596,89.2,245.3,Plasma-A
Coupe,1264,1900,34.8,130.0,Ion-B
SUV,2036,3047,71.6,182.0,Fusion-C
Sedan,1594,2386,55.2,189.8,Fusion-B
Coupe,1372,2060,30.8,108.1,Ion-B
Transport,2219,3331,115.6,260.7,Plasma-A
Sedan,1418,2126,50.1,196.7,Fusion-B
Micro,962,1453,25.4,91.6,Ion-A
SUV,1972,2963,67.0,236.8,Fusion-C
SUV,1880,2827,74.3,253.1,Fusion-C
Sedan,1411,2110,52.3,175.2,Fusion-B
Micro,928,1384,23.9,101.8,Ion-A
SUV,1805,2707,67.3,198.3,Fusion-C
SUV,1931,2895,73.2,194.6,Fusion-C
Sedan,1499,2256,52.3,167.4,Fusion-B
Micro,999,1498,31.7,127.3,Ion-A
Transport,2446,3660,103.6,182.5280644481887,Plasma-A
Micro,914,1367,35.5,124.8,Ion-A
Sedan,1531,2292,43.6,145.6,Fusion-B
Coupe,1249,1881,38.4,107.8,Ion-B
Transport,2372,3564,97.3,279.1,Plasma-A
Sedan,1582,2374,40.1,189.7,Fusion-B
Micro,1004,1502,25.9,106.6,Ion-A
Transport,2325,3484,78.6,330.2,Plasma-A
Coupe,1396,2104,34.3,122.0,Ion-B
SUV,2026,3035,67.5,237.7,Fusion-C
Transport,2481,3715,110.6,256.3,Plasma-A
Coupe,1251,1873,37.6,128.6,Ion-B
Coupe,1203,1808,37.0,124.5,Ion-B
Micro,1017,1529,24.1,101.5,Ion-A
Micro,933,1403,21.4,87.0,Ion-A
Coupe,1284,1917,40.5,101.5,Ion-B
Coupe,1262,1883,32.4,135.4,Ion-B
SUV,1943,2908,65.7,238.0,Fusion-C
Transport,2504,3759,118.5,286.3,Plasma-A
Sedan,1512,2268,50.6,164.6,Fusion-B
Sedan,1506,2249,50.1,151.0,Fusion-B
SUV,1990,2977,72.0,230.9,Fusion-C
SUV,2013,3020,61.5,206.8,Fusion-C
SUV,2012,3018,68.2,198.6,Fusion-C
Sedan,1499,2239,41.1,152.6,Fusion-B
Sedan,1512,2260,58.0,174.1,Fusion-B
Transport,2500,3742,116.0,292.1,Plasma-A
SUV,2113,3171,72.8,181.6,Fusion-C
Sedan,1536,2298,50.0,151.3,Fusion-B
Coupe,1332,1995,40.4,119.8,Ion-B
SUV,1901,2843,72.0,210.9,Fusion-C
Coupe,1322,1991,39.1,129.6,Ion-B
Sedan,1444,2159,58.0,175.6,Fusion-B
Sedan,1453,2188,47.3,175.1,Fusion-B
Micro,953,1428,29.7,108.7,Ion-A
SUV,2120,3174,59.4,212.7,Fusion-C
Coupe,1386,2078,42.3,134.1,Ion-B
Sedan,1573,2359,45.1,156.5,Fusion-B
Micro,917,1376,30.8,91.2,Ion-A
Micro,1093,1644,27.4,112.7,Ion-A
Micro,911,1361,31.2,182.5280644481887,Ion-A
SUV,2066,3109,70.7,195.4,Fusion-C
Micro,1101,1651,27.9,106.6,Ion-A
Sedan,1563,2340,51.5,142.0,Fusion-B
SUV,1955,2933,67.0,210.0,Fusion-C
Sedan,1473,2211,53.2,151.9,Fusion-B
SUV,1813,2718,64.4,220.6,Fusion-C
Micro,1044,1557,32.6,83.8,Ion-A
Coupe,1329,1991,37.6,106.8,Ion-B
Transport,2671,4003,79.0,276.8,Plasma-A
SUV,1894,2833,81.3,214.7,Fusion-C
Micro,1086,1625,27.4,92.2,Ion-A
Micro,956,1433,28.9,94.2,Ion-A
Transport,2350,3525,93.8,346.6,Plasma-A
Sedan,1554,2336,51.9,176.1,Fusion-B
SUV,2120,3176,68.1,244.8,Fusion-C
Transport,2331,3494,84.4,182.5280644481887,Plasma-A
Micro,976,1462,30.5,91.6,Ion-A
Coupe,1216,1823,37.4,127.7,Ion-B
Sedan,1584,2384,50.1,158.0,Fusion-B
Sedan,1482,2214,44.4,146.8,Fusion-B
Coupe,1254,1881,43.7,129.2,Ion-B
Micro,1069,1604,32.8,95.8,Ion-A
Transport,2611,3907,90.8,329.4,Plasma-A
Coupe,1238,1862,38.5,182.5280644481887,Ion-B
SUV,1876,2820,58.0,256.6,Fusion-C
SUV,2191,3280,71.0,230.8,Fusion-C
Transport,2288,3437,96.0,343.3,Plasma-A
SUV,2153,3222,59.7,259.3,Fusion-C
Sedan,1599,2393,48.1,188.0,Fusion-B
Micro,926,1383,27.4,87.7,Ion-A
Coupe,1233,1858,32.7,131.6,Ion-B
Micro,1088,1627,27.5,182.5280644481887,Ion-A
Transport,2360,3532,83.6,291.9,Plasma-A
Micro,947,1415,25.5,182.5280644481887,Ion-A
Sedan,1528,2287,42.7,199.6,Fusion-B
Micro,940,1408,30.2,82.3,Ion-A
Transport,2566,3846,85.7,327.2,Plasma-A
Micro,918,1383,21.4,84.0,Ion-A
Transport,2541,3814,107.9,254.5,Plasma-A
SUV,1890,2828,78.7,256.8,Fusion-C
Sedan,1565,2343,57.8,163.8,Fusion-B
Coupe,1310,1965,38.9,131.7,Ion-B
Micro,977,1459,30.7,113.5,Ion-A
SUV,1807,2706,72.6,239.6,Fusion-C
Transport,2275,3417,97.7,245.8,Plasma-A
Sedan,1443,2158,50.3,156.4,Fusion-B
Sedan,1570,2346,56.1,169.5,Fusion-B
Transport,2272,3411,119.0,290.8,Plasma-A
Transport,2429,3650,76.7,316.9,Plasma-A
Coupe,1275,1922,39.4,140.5,Ion-B
Transport,2314,3464,82.2,291.9,Plasma-A
Coupe,1354,2041,29.3,117.3,Ion-B
Micro,987,1471,33.3,109.1,Ion-A
Sedan,1452,2185,40.4,177.7,Fusion-B
Micro,1003,1496,24.9,182.5280644481887,Ion-A
Sedan,1520,2273,47.6,140.8,Fusion-B
Micro,969,1454,22.3,103.0,Ion-A
Transport,2724,4086,97.7,261.4,Plasma-A
Sedan,1587,2387,45.8,143.7,Fusion-B
Coupe,1325,1992,33.0,99.9,Ion-B
Transport,2496,3751,85.4,345.2,Plasma-A
Sedan,1492,2246,56.4,192.7,Fusion-B
Sedan,1422,2134,58.9,159.7,Fusion-B
Coupe,1207,1813,35.7,100.5,Ion-B
Micro,905,1364,25.1,89.3,Ion-A
Micro,933,1401,20.0,79.0,Ion-A
Coupe,1345,2015,37.6,109.6,Ion-B
Micro,938,1414,30.2,105.1,Ion-A
Micro,939,1402,27.4,109.7,Ion-A
Sedan,1480,2223,58.5,142.2,Fusion-B
Coupe,1332,1999,37.6,103.8,Ion-B
Sedan,1571,2364,40.9,163.0,Fusion-B
Sedan,1434,2150,42.1,174.3,Fusion-B
Micro,1009,1519,19.8,122.4,Ion-A
Sedan,1432,2139,42.7,176.3,Fusion-B
Coupe,1290,1936,31.3,111.5,Ion-B
Coupe,1346,2019,35.6,148.4,Ion-B
Micro,1000,1493,20.4,80.7,Ion-A
Sedan,1575,2358,47.9,193.5,Fusion-B
SUV,1876,2816,78.1,211.6,Fusion-C
SUV,2173,3257,55.9,256.2,Fusion-C
SUV,2117,3185,61.8,206.8,Fusion-C
Coupe,1283,1930,37.4,129.3,Ion-B
Sedan,1561,2344,54.6,192.1,Fusion-B
Coupe,1222,1827,35.0,101.2,Ion-B
Transport,2403,3597,99.7,366.9,Plasma-A
Coupe,1315,1973,40.9,129.5,Ion-B
Transport,2702,4043,93.3,263.5,Plasma-A
Sedan,1542,2318,49.4,171.4,Fusion-B
Sedan,1460,2199,58.3,153.6,Fusion-B
Sedan,1406,2119,46.7,153.0,Fusion-B
Transport,2379,3577,99.6,326.8,Plasma-A
SUV,1894,2843,56.9,195.2,Fusion-C
SUV,1947,2918,55.8,193.5,Fusion-C
SUV,1963,2951,67.0,215.7,Fusion-C
Micro,940,1418,20.2,90.9,Ion-A
Coupe,1272,1911,31.1,143.5,Ion-B
Micro,1078,1615,26.9,111.4,Ion-A
Coupe,1313,1976,36.8,104.2,Ion-B
Coupe,1304,1953,41.4,120.3,Ion-B
Sedan,1428,2139,53.9,186.7,Fusion-B
Sedan,1499,2248,50.1,177.4,Fusion-B
Coupe,1346,2021,34.1,133.6,Ion-B
Transport,2353,3532,74.9,281.5,Plasma-A
Coupe,1226,1846,39.6,126.9,Ion-B
SUV,1874,2811,79.2,182.2,Fusion-C
Transport,2407,3610,114.6,314.2,Plasma-A
Sedan,1438,2165,52.6,145.0,Fusion-B
Micro,1095,1641,19.8,125.8,Ion-A
Coupe,1224,1834,34.1,110.5,Ion-B
Coupe,1225,1835,38.2,108.0,Ion-B
Sedan,1447,2176,45.6,193.9,Fusion-B
Micro,1028,1552,28.1,115.3,Ion-A
SUV,2067,3091,57.4,224.4,Fusion-C
Transport,2655,3976,84.9,255.6,Plasma-A
SUV,1988,2990,59.0,208.0,Fusion-C
Micro,923,1387,27.4,80.2,Ion-A
Sedan,1512,2263,45.4,165.4,Fusion-B
SUV,1887,2836,66.5,190.5,Fusion-C
Sedan,1594,2387,57.5,197.0,Fusion-B
SUV,1853,2781,72.8,233.5,Fusion-C
Sedan,1596,2401,46.5,200.9,Fusion-B
Transport,2343,3518,96.7,320.1,Plasma-A
SUV,1937,2901,58.7,182.5280644481887,Fusion-C
Micro,1036,1557,24.3,111.5,Ion-A
Coupe,1364,2052,36.3,111.9,Ion-B
SUV,1943,2915,80.9,211.8,Fusion-C
Sedan,1510,2261,54.2,200.5,Fusion-B
SUV,2038,3062,67.2,195.8,Fusion-C
SUV,1984,2971,55.5,190.8,Fusion-C
Transport,2677,4020,75.0,328.9,Plasma-A
Coupe,1201,1799,29.0,136.5,Ion-B
Coupe,1329,1984,42.9,128.0,Ion-B
Transport,2793,4180,75.0,311.6,Plasma-A
Coupe,1263,1895,39.7,131.6,Ion-B
Micro,1057,1576,27.7,85.1,Ion-A
Sedan,1472,2210,45.2,172.9,Fusion-B
Sedan,1411,2115,60.0,186.3,Fusion-B
Coupe,1282,1916,43.0,129.0,Ion-B
Coupe,1284,1927,40.5,182.5280644481887,Ion-B
SUV,2086,3136,65.5,232.4,Fusion-C
Transport,2377,3558,100.8,328.5,Plasma-A
Transport,2541,3819,82.4,255.7,Plasma-A
Coupe,1393,2094,38.0,104.1,Ion-B
Sedan,1417,2134,48.4,154.3,Fusion-B
Transport,2343,3506,91.9,262.2,Plasma-A
Micro,1069,1606,22.0,118.3,Ion-A
Coupe,1246,1875,37.7,127.2,Ion-B
SUV,2069,3111,56.7,214.2,Fusion-C
Sedan,1562,2333,54.3,192.9,Fusion-B
Sedan,1407,2104,53.3,185.3,Fusion-B
Coupe,1343,2017,39.9,107.6,Ion-B
Transport,2556,3837,93.9,301.6,Plasma-A
Sedan,1587,2372,40.7,181.4,Fusion-B
Micro,975,1465,26.4,182.5280644481887,Ion-A
Sedan,1486,2223,50.1,200.3,Fusion-B
Sedan,1453,2172,53.7,155.4,Fusion-B
Micro,1065,1604,27.7,103.4,Ion-A
Micro,1089,1628,28.8,91.2,Ion-A
Micro,1031,1538,30.6,101.2,Ion-A
Sedan,1500,2247,49.5,143.3,Fusion-B
SUV,1893,2834,75.6,245.1,Fusion-C
Sedan,1429,2141,51.6,201.5,Fusion-B
Sedan,1504,2252,50.1,169.5,Fusion-B
SUV,1961,2951,61.9,197.2,Fusion-C
SUV,2181,3279,66.2,196.4,Fusion-C
Sedan,1587,2384,51.4,186.7,Fusion-B
Coupe,1335,2005,32.5,108.0,Ion-B
Transport,2518,3780,87.4,247.7,Plasma-A
Coupe,1251,1868,35.5,144.8,Ion-B
Coupe,1331,1997,29.4,114.5,Ion-B
Micro,895,1345,27.4,112.0,Ion-A
Transport,2676,4022,97.7,360.6,Plasma-A
Micro,958,1430,30.5,91.1,Ion-A
Coupe,1321,1980,36.5,120.1,Ion-B
Transport,2731,4090,111.8,294.5,Plasma-A
Coupe,1228,1852,32.1,133.3,Ion-B
Sedan,1574,2353,55.2,189.0,Fusion-B
Transport,2522,3778,90.7,292.1,Plasma-A
Transport,2449,3665,110.8,277.7,Plasma-A
Sedan,1552,2337,50.1,168.3,Fusion-B
Coupe,1364,2044,34.8,114.9,Ion-B
Transport,2583,3877,106.8,303.7,Plasma-A
Sedan,1456,2176,53.6,184.2,Fusion-B
SUV,2050,3067,72.3,209.4,Fusion-C
Micro,916,1367,29.1,99.8,Ion-A
Micro,974,1460,24.1,100.6,Ion-A
SUV,2166,3245,66.5,234.2,Fusion-C
Transport,2432,3653,92.4,258.3,Plasma-A
Micro,919,1378,32.9,111.1,Ion-A
Coupe,1237,1853,37.6,91.0,Ion-B
SUV,2192,3294,62.5,183.4,Fusion-C
Sedan,1410,2119,47.6,184.9,Fusion-B
Sedan,1531,2300,39.6,194.5,Fusion-B
Transport,2352,3536,111.7,243.7,Plasma-A
Coupe,1213,1814,41.6,128.1,Ion-B
Transport,2622,3939,102.4,324.6,Plasma-A
Micro,971,1453,24.9,79.7,Ion-A
Coupe,1342,2011,41.3,157.1,Ion-B
Transport,2381,3563,97.7,283.7,Plasma-A
Micro,1050,1581,34.8,182.5280644481887,Ion-A
Micro,1035,1548,32.5,88.7,Ion-A
SUV,1973,2969,59.2,200.4,Fusion-C
Micro,1014,1524,27.4,82.2,Ion-A
Transport,2373,3554,76.1,296.7,Plasma-A
Transport,2273,3403,111.2,330.3,Plasma-A
Sedan,1520,2278,43.1,152.1,Fusion-B
Sedan,1593,2389,42.2,187.0,Fusion-B
Sedan,1406,2107,57.7,141.0,Fusion-B
Transport,2602,3911,93.6,358.9,Plasma-A
Sedan,1460,2181,54.8,193.3,Fusion-B
Sedan,1457,2180,48.2,193.1,Fusion-B
Micro,1043,1558,23.7,109.3,Ion-A
Coupe,1302,1961,31.3,127.4,Ion-B
Transport,2546,3813,77.9,252.0,Plasma-A
Micro,1091,1645,23.1,112.9,Ion-A
Sedan,1405,2100,58.8,179.2,Fusion-B
Transport,2416,3619,82.9,182.5280644481887,Plasma-A
Coupe,1294,1936,43.9,136.4,Ion-B
SUV,2055,3088,74.6,231.3,Fusion-C
SUV,2023,3043,67.0,204.6,Fusion-C
Sedan,1511,2258,50.8,167.7,Fusion-B
Sedan,1553,2338,45.1,164.0,Fusion-B
Transport,2557,3826,100.8,254.0,Plasma-A
Coupe,1338,2009,42.2,123.4,Ion-B
Sedan,1522,2278,57.1,167.9,Fusion-B
Micro,1035,1561,24.8,104.1,Ion-A
Transport,2540,3813,97.7,182.5280644481887,Plasma-A
Coupe,1345,2022,42.9,182.5280644481887,Ion-B
Coupe,1388,2078,38.1,100.3,Ion-B
Sedan,1443,2163,46.9,172.1,Fusion-B
Sedan,1447,2170,50.2,173.4,Fusion-B
Transport,2650,3976,114.9,236.1,Plasma-A
Sedan,1561,2334,46.4,193.0,Fusion-B
Sedan,1504,2263,40.7,178.4,Fusion-B
Transport,2672,4013,113.6,316.3,Plasma-A
SUV,2054,3089,72.8,217.9,Fusion-C
Sedan,1518,2275,50.9,162.5,Fusion-B
Micro,1017,1527,33.7,107.6,Ion-A
Coupe,1307,1962,44.9,117.1,Ion-B
Micro,981,1474,33.2,85.5,Ion-A
SUV,1852,2781,67.0,192.0,Fusion-C
Transport,2444,3669,97.7,338.6,Plasma-A
Micro,916,1382,27.4,107.8,Ion-A
Transport,2729,4097,112.4,237.9,Plasma-A
Transport,2615,3917,114.3,346.7,Plasma-A
Coupe,1359,2045,32.1,124.6,Ion-B
Transport,2276,3417,77.6,320.7,Plasma-A
Sedan,1563,2337,50.1,182.5280644481887,Fusion-B
Transport,2504,3750,97.6,301.0,Plasma-A
Transport,2759,4144,97.7,364.9,Plasma-A
Sedan,1457,2190,38.7,143.2,Fusion-B
Coupe,1237,1847,31.0,142.6,Ion-B
Sedan,1541,2303,52.2,181.4,Fusion-B
Micro,1018,1531,26.5,99.8,Ion-A
Micro,933,1399,24.7,104.4,Ion-A
SUV,2019,3023,56.8,235.7,Fusion-C
Transport,2763,4136,102.3,268.8,Plasma-A
Sedan,1532,2296,49.2,193.6,Fusion-B
Coupe,1393,2091,41.6,112.6,Ion-B
Transport,2459,3688,82.2,287.9,Plasma-A
SUV,2037,3062,60.9,233.8,Fusion-C
Sedan,1396,2092,44.9,156.6,Fusion-B
Transport,2769,4157,98.1,320.9,Plasma-A
Coupe,1352,2021,41.4,139.2,Ion-B
Sedan,1569,2358,54.8,168.5,Fusion-B
Sedan,1417,2130,57.2,152.2,Fusion-B
Transport,2789,4175,113.7,290.4,Plasma-A
SUV,2190,3294,76.3,245.2,Fusion-C
Micro,1088,1623,34.9,87.4,Ion-A
Micro,929,1388,28.4,102.3,Ion-A
SUV,1879,2818,78.9,208.2,Fusion-C
Coupe,1318,1984,37.6,133.1,Ion-B
Coupe,1371,2050,38.6,101.5,Ion-B
SUV,2185,3271,76.5,230.9,Fusion-C
SUV,1861,2784,58.3,221.4,Fusion-C
SUV,1947,2922,70.9,215.9,Fusion-C
Micro,1030,1543,24.3,89.2,Ion-A
SUV,2063,3088,67.6,245.5,Fusion-C
Sedan,1484,2234,42.9,142.5,Fusion-B
SUV,2130,3201,77.6,223.7,Fusion-C
Micro,1040,1563,27.4,105.6,Ion-A
SUV,2058,3079,77.0,185.6,Fusion-C
SUV,1917,2866,70.6,246.7,Fusion-C
Coupe,1346,2009,38.1,156.9,Ion-B
Coupe,1368,2046,38.8,147.1,Ion-B
Transport,2733,4099,114.1,340.5,Plasma-A
Micro,1087,1639,22.1,101.8,Ion-A
Sedan,1527,2300,50.4,165.4,Fusion-B
Transport,2310,3458,115.8,273.8,Plasma-A
Sedan,1493,2244,49.9,175.3,Fusion-B
SUV,2072,3107,55.4,239.3,Fusion-C
Micro,1062,1586,21.6,98.8,Ion-A
Coupe,1365,2044,42.5,126.5,Ion-B
Coupe,1337,2008,38.2,96.0,Ion-B
SUV,2066,3093,57.6,189.8,Fusion-C
Micro,1056,1576,27.0,90.1,Ion-A
Sedan,1524,2283,56.3,182.5280644481887,Fusion-B
Micro,970,1452,28.9,94.4,Ion-A
SUV,2190,3290,67.7,233.3,Fusion-C
Sedan,1591,2382,57.1,196.1,Fusion-B
Sedan,1443,2165,50.1,178.0,Fusion-B
Coupe,1303,1947,30.3,99.4,Ion-B
Coupe,1341,2013,40.6,104.2,Ion-B
SUV,2066,3107,70.9,187.7,Fusion-C
Coupe,1337,2004,37.6,112.4,Ion-B
Micro,1074,1608,26.4,119.4,Ion-A
Coupe,1367,2047,37.6,107.0,Ion-B
Coupe,1237,1857,36.9,109.5,Ion-B
Transport,2560,3850,121.1,259.3,Plasma-A
Sedan,1557,2344,39.3,182.5280644481887,Fusion-B
Transport,2761,4139,108.1,248.6,Plasma-A
Coupe,1250,1876,29.9,126.1,Ion-B
SUV,1864,2787,67.0,197.3,Fusion-C
Coupe,1244,1856,42.0,111.6,Ion-B
Micro,1028,1535,18.3,113.7,Ion-A
Transport,2694,4033,120.6,298.8,Plasma-A
Micro,1008,1521,28.5,116.5,Ion-A
Transport,2393,3589,89.7,277.8,Plasma-A
Sedan,1585,2382,44.3,154.9,Fusion-B
SUV,2147,3223,78.8,251.0,Fusion-C
